,id,epoch,sat_id,x,y,z,Vx,Vy,Vz,x_sim,y_sim,z_sim,Vx_sim,Vy_sim,Vz_sim
968,1829,2014-01-01T03:31:58.448,1,-25190.38336960607,12965.0637991795,-10947.58874862629,-1.8543581013130608,-1.861603357505622,0.6793098028026155,-25168.874868813746,12983.584090485958,-10958.4186364064,-1.8545155950229868,-1.8638162767752144,0.6770889620900135
969,1830,2014-01-01T03:53:10.293,1,-27255.96252396623,10460.22381456594,-9963.242449596924,-1.3913174547314917,-2.068327983307717,0.8642629511413762,-27234.931488512906,10475.078953235632,-9976.214824510876,-1.3913942690139307,-2.071371789835646,0.8623140306078537
970,1831,2014-01-01T04:14:22.138,1,-28722.61267145402,7725.574366134996,-8759.502143357262,-0.9120641772017901,-2.2237576283526344,1.024794505380127,-28701.780453568823,7735.754314991371,-8774.17836292462,-0.9118667297315924,-2.2275526665952405,1.02316445297839
971,1832,2014-01-01T04:35:33.982,1,-29567.60899108417,4824.146524802571,-7365.924883443099,-0.4130412879517141,-2.330786108836503,1.163003631885805,-29546.44975331437,4828.7766692592295,-7381.837527035545,-0.4123821820898425,-2.3352152644391944,1.1617231701387374
972,1833,2014-01-01T04:56:45.827,1,-29762.792321250283,1817.4789927359009,-5810.404222196949,0.1107225362099806,-2.3888621109465094,1.279401754823904,-29740.541999548725,1815.870777742993,-5827.078307091263,0.11202713623390784,-2.393762817783494,1.2784872905655775
973,1834,2014-01-01T05:17:57.672,1,-29272.79356623813,-1229.853413903914,-4121.271715952204,0.6656059256247029,-2.393651483190277,1.372731762233778,-29248.456883075687,-1238.1381645512638,-4138.244665466178,0.667736058236415,-2.3988004564105325,1.3721845736308202
974,1835,2014-01-01T05:39:09.517,1,-28053.18312274973,-4244.830558092867,-2329.853091509674,1.2594952716289889,-2.335946397948817,1.439406744675326,-28025.54445445539,-4259.889120872952,-2346.698182859224,1.262620331058179,-2.3410338010805494,1.4392086798623809
975,1836,2014-01-01T06:00:21.362,1,-26048.523829899837,-7138.507890511869,-474.1042561317424,1.901787743562695,-2.199401045574792,1.4723122632036585,-26016.17379371808,-7159.965354213611,-490.4616130230661,1.906045782851204,-2.2039897008259706,1.4724171238416808
976,1837,2014-01-01T06:21:33.207,1,-23190.72833840357,-9794.464737591883,1395.5480604608279,2.6027636366440765,-1.956173598950208,1.458398009748359,-23152.13576100477,-9821.27643041306,1379.9250754175666,2.608206582259037,-1.9596354707574624,1.4587161381625613
977,1838,2014-01-01T06:42:45.051,1,-19399.39092533272,-12049.439425330042,3205.90919418247,3.370644462208864,-1.558558827758609,1.373769933827924,-19353.08678200405,-12079.595757185049,3191.084741100944,3.3771033146230147,-1.559985946268512,1.3741465208881714
978,1839,2014-01-01T07:03:56.896,1,-14589.89728299528,-13658.936856027061,4841.496905636235,4.200701069366001,-0.92292882804123,1.173412312648104,-14534.942930743215,-13689.047855938266,4827.2593880262675,4.2074490131707964,-0.9210529065237169,1.1736157872869728
979,1840,2014-01-01T07:25:08.741,1,-8709.435596402986,-14234.92497935915,6105.690178895385,5.036594277002357,0.09852923740821397,0.7699094667614248,-8646.588418827398,-14259.811428590647,6091.509362335247,5.041544478653711,0.1051526300619528,0.7697504160653101
980,1841,2014-01-01T07:46:20.586,1,-1871.0838143681408,-13145.29131806885,6645.5968958495605,5.636335501389314,1.7405876793798092,-0.0005388016711677148,-1805.4308025724995,-13158.546246736987,6631.127201293659,5.6346682122415235,1.7518620457216858,-0.00032498331760649773
981,1842,2014-01-01T08:07:32.431,1,5205.471302339613,-9475.828016860905,5859.839287364426,5.207784728428685,4.127601103236386,-1.333292853466592,5261.55096114132,-9475.360377638879,5848.14075333157,5.194657749441331,4.135433880599891,-1.3275365658712028
982,1843,2014-01-01T08:28:44.275,1,10371.30411369137,-2763.057444618557,3151.947383544446,2.5084009733924018,6.161795054682813,-2.850301331408382,10411.018421203917,-2762.752974800169,3156.465580858884,2.501952991985088,6.153741132176307,-2.830964555682503
983,1844,2014-01-01T08:49:56.120,1,11146.781003543767,5119.6725963949075,-891.2686464405017,-1.157338353118067,5.823716699731338,-3.2690382406560587,11195.756135660002,5109.961573446662,-859.8203244989619,-1.1380950398098342,5.820382962378013,-3.2507103277148484
984,1845,2014-01-01T09:11:07.965,1,8149.852319881285,11473.602408378609,-4740.131759101073,-3.254965045933371,4.110359743449623,-2.70391951752749,8227.506703885883,11469.40233181589,-4693.0562168821725,-3.23257637242817,4.120932699360121,-2.6981401671734107
985,1846,2014-01-01T09:32:19.810,1,3450.387437486305,15639.205208598798,-7708.091254748464,-3.978035397215556,2.5025492081956937,-1.9707221813850304,3551.68112246908,15652.389139070565,-7659.512595183764,-3.963601301334738,2.517829461606746,-1.973372537415738
986,1847,2014-01-01T09:53:31.655,1,-1701.4365880977841,18006.3290959834,-9797.856818169665,-4.055701181291834,1.2804874529676729,-1.336584765844821,-1587.0572439710886,18038.706824027504,-9755.559760257014,-4.048994424925328,1.294797408419869,-1.3432215266731509
987,1848,2014-01-01T10:14:43.499,1,-6750.856222011823,19028.98500346014,-11159.37369311612,-3.855009163009887,0.3714277085524074,-0.8227700715527266,-6631.969118374486,19077.716002814486,-11126.729147224742,-3.8538695277706863,0.3827276843083873,-0.8309835926362259
988,1849,2014-01-01T10:35:55.344,1,-11455.70556910596,19044.45780623293,-11931.70531665978,-3.5297466057875564,-0.31647613075137104,-0.4057081083741356,-11338.230557015733,19105.21587242576,-11909.791361423964,-3.532306645164814,-0.3087077461929544,-0.41427853848211815
989,1850,2014-01-01T10:57:07.189,1,-15704.72613812758,18289.854838922118,-12222.21353485353,-3.145081772819603,-0.8482124325391132,-0.061618832571842426,-15592.492005741948,18358.07018388837,-12210.940729596374,-3.14996721816852,-0.843938211562859,-0.06991180074286685
990,1851,2014-01-01T11:18:19.034,1,-19442.88304707977,16934.92746538389,-12111.773206270791,-2.729408312753647,-1.2661006549833178,0.2272662188637637,-19338.190407777707,17006.238463313734,-12110.44138062021,-2.7356178206726143,-1.265085026421127,0.219594061710509
991,1852,2014-01-01T11:39:30.879,1,-22639.60661952391,15105.829779944519,-11662.17683720843,-2.294890436982422,-1.5974807243316171,0.4734295684443781,-22543.628250700123,15176.239416675897,-11669.758402244695,-2.301672636051292,-1.5994215830655818,0.4665701744176848
992,1853,2014-01-01T12:00:42.723,1,-25274.31841865995,12900.52376498072,-10921.93156454583,-1.845966808660624,-1.860030665861417,0.6854977300328979,-25187.36437338085,12966.45023146592,-10937.222913163198,-1.8527334355378449,-1.8646043915512431,0.6795601278657776
993,1854,2014-01-01T12:21:54.568,1,-27329.27424077977,10398.8484685292,-9930.42350736038,-1.383053336124585,-2.0649712154799857,0.8693341016880212,-27250.965454703724,10457.142551650892,-9952.130476778084,-1.389321538882458,-2.071842974649845,0.8643791712983385
994,1855,2014-01-01T12:43:06.413,1,-28785.64167114663,7669.4572019363795,-8720.951654957435,-0.9041999760406813,-2.218890120743691,1.028734226242124,-28715.022468969863,7717.417380262703,-8747.741264475968,-0.9095547313099605,-2.2277086855795947,1.0247925160229157
995,1856,2014-01-01T13:04:18.258,1,-29621.01454343085,4775.041162370707,-7323.089558460442,-0.4058084714062249,-2.324671231847544,1.165799942790552,-29556.625743740664,4810.441194525145,-7353.624786230786,-0.40987816052064907,-2.335054560981754,1.1628800934327728
996,1857,2014-01-01T13:25:30.103,1,-29807.51013623272,1776.8028174564602,-5764.74592555307,0.117118830157233,-2.381767814246814,1.2810425011130058,-29747.437329104127,1797.9427533134628,-5797.713512908301,0.11467659715820915,-2.393280378825163,1.2791335628182876
997,1858,2014-01-01T13:46:41.947,1,-29310.008054829337,-1261.035703792623,-4074.268419311628,0.6709790222062791,-2.38586767557861,1.373203786732831,-29251.917747408163,-1255.2440524598676,-4108.406519727062,0.6704812918874842,-2.397987584653228,1.3722726156493412
998,1859,2014-01-01T14:07:53.792,1,-28084.305013901605,-4265.848358062919,-2282.999813590552,1.26367677895615,-2.327807227742715,1.4386967273098707,-28025.48478723089,-4275.744456315947,-2317.132790266382,1.2654037724918796,-2.3398778507020195,1.4386797094073305
999,1860,2014-01-01T14:29:05.637,1,-26075.1607066137,-7149.159226652304,-428.9116589947876,1.904639917415959,-2.191314849572666,1.47040938442837,-26012.58942921797,-7174.123136509077,-461.9989845731418,1.908794914015821,-2.2024738819532708,1.4711971734126532
1000,1861,2014-01-01T14:50:17.482,1,-23214.626152112818,-9795.134219495225,1437.559098904695,2.604216357222441,-1.948661906548675,1.4552979121833831,-23145.13033000504,-9833.265825231607,1406.3485705662454,2.6108220939693085,-1.9577391356476908,1.4567110141532367
1001,1862,2014-01-01T15:11:29.327,1,-19422.29704770529,-12041.269892016498,3243.2180493837122,3.3707883234638167,-1.5522980900932992,1.369476855273745,-19342.91805168356,-12088.918234935698,3214.397159832212,3.379437610027558,-1.5576866658674495,1.3712363778772565
1002,1863,2014-01-01T15:32:41.171,1,-14613.236881187742,-13644.033400454033,4872.585629789602,4.200004217820775,-0.9187434633265712,1.16791779763929,-14522.107951546926,-13695.17911739623,4846.218830813407,4.209264054383917,-0.9183346540175268,1.1696538611990357
1003,1864,2014-01-01T15:53:53.016,1,-8733.577229038721,-14216.411548971018,6128.958534924394,5.036344436978907,0.09996809523415603,0.7630429726648478,-8631.987206343283,-14262.224708004387,6104.680202494878,5.042424822009953,0.1082696697387948,0.7645876393665284
1004,1865,2014-01-01T16:15:04.861,1,-1894.0002810628048,-13126.3571480915,6658.805291857861,5.63895425087142,1.7403077613926148,-0.009827774702170094,-1790.6893936824695,-13156.814428286047,6636.946778876076,5.633852873281152,1.7552100754532405,-0.006693309694503107
1005,1866,2014-01-01T16:36:16.706,1,5187.962201844021,-9455.227910624324,5857.853814627094,5.212480113820929,4.132140185010635,-1.348813943823655,5273.538007518461,-9469.544799490552,5845.412096733237,5.1909397911218935,4.138312583111404,-1.3343620622384356
1006,1867,2014-01-01T16:57:28.551,1,10351.9720719587,-2730.846393863923,3124.796536239724,2.496587051162523,6.173435069975332,-2.872956245108223,10416.118792185931,-2754.4496646565385,3146.0423828135044,2.495081676771901,6.154474838054013,-2.835694254063596
1007,1868,2014-01-01T17:18:40.396,1,11097.96887131886,5159.337535004131,-942.9288989717476,-1.187749682194254,5.820974305627584,-3.282135462824145,11191.610852631773,5117.403954461216,-873.6754644950332,-1.1451720955907547,5.818485485821219,-3.251381801176759
1008,1869,2014-01-01T17:39:52.240,1,8064.479426090927,11499.984432343508,-4799.134131185831,-3.2794782242597518,4.094384092411394,-2.7033481542960094,8215.475882788829,11473.578282452949,-4705.797505692103,-3.2377969431716047,4.11795036110449,-2.696033785364595
1009,1870,2014-01-01T18:01:04.085,1,3341.184996840556,15643.07061179561,-7761.353106162753,-3.991242782538237,2.48438951049389,-1.963283669936536,3534.2167027058613,15652.651845470358,-7668.666204409282,-3.966993542302321,2.514757942027822,-1.9700242543178312
1010,1871,2014-01-01T18:22:15.930,1,-1821.720604235744,17988.40109762234,-9839.778247154341,-4.060487224769422,1.264743276032436,-1.3266701861798922,-1607.9041281980606,18035.19813671699,-9760.118240749862,-4.0509882256368535,1.291971391464445,-1.3394313625067635
1011,1872,2014-01-01T18:43:27.775,1,-6873.498301252725,18993.236480801108,-11188.23596303196,-3.854343922450576,0.3591969278670209,-0.8123583195532781,-6654.654477510582,19070.820919888567,-11126.400950764228,-3.8548133814646817,0.3802405274220528,-0.8271316062101473
1012,1873,2014-01-01T19:04:39.620,1,-11575.148990231,18995.39380537295,-11947.50348625457,-3.525649690905179,-0.3252279760328927,-0.3956701402271524,-11361.583352367526,19095.38089610517,-11904.632061878965,-3.5324436377650215,-0.31083811550910656,-0.4105558420495686
1013,1874,2014-01-01T19:25:51.464,1,-15817.49843945157,18231.69782768094,-12225.70685469406,-3.138863186225459,-0.8538237005517841,-0.05235077095207843,-15615.600173631772,18345.747279670464,-12201.18729176358,-3.1494672095845133,-0.8457166054505475,-0.06642336880432731
1014,1875,2014-01-01T19:47:03.309,1,-19546.87457125385,16871.42533839172,-12104.07377969828,-2.721937589225932,-1.268958077806436,0.2355781519554811,-19360.32597818319,16991.868858673697,-12096.435057960096,-2.7346034592431847,-1.2665219160748782,0.2227843828934616
1015,1876,2014-01-01T20:08:15.154,1,-22733.6296216433,15040.250323194869,-11644.56458090561,-2.286769787881052,-1.597947341223121,0.4806955685616835,-22564.19812952269,15160.251019740368,-11651.907427737038,-2.300236207493959,-1.6005271765658942,0.4694185787330266
1016,1877,2014-01-01T20:29:26.999,1,-25357.838389377528,12835.696780846021,-10895.76829548378,-1.837634271010435,-1.858432019133084,0.6916731468810196,-25205.879463695986,12949.259273664711,-10915.984467014427,-1.850947423637154,-1.8653866782911104,0.6820322447968272
1017,1878,2014-01-01T20:50:38.844,1,-27402.24364452649,10337.21153387645,-9897.11287992853,-1.374844587424477,-2.061600007225536,0.8743950308394124,-27267.02010597145,10439.1569674215,-9928.002793704245,-1.3872456101384931,-2.072307029643679,0.8664441310608942
1018,1879,2014-01-01T21:11:50.688,1,-28848.395810233815,7613.091106970788,-8681.921340960514,-0.8963862946863254,-2.214016662966233,1.03266540860807,-28728.281474267973,7699.040677680903,-8721.261701720101,-0.9072406435795928,-2.227856438781669,1.0264192241378365
1019,1880,2014-01-01T21:33:02.533,1,-29674.2059972766,4725.69053433944,-7279.7845674483215,-0.3986206347697322,-2.318556077755724,1.168588683489438,-29566.816810841323,4792.076523997137,-7325.371917571519,-0.407373598980102,-2.3348846825735845,1.1640344795850637
1020,1881,2014-01-01T21:54:14.378,1,-29852.067519493598,1735.879566812052,-5718.627415922756,0.1234756474112739,-2.374676211304948,1.2826758111116652,-29754.348128665504,1779.9971214778275,-5768.312474905097,0.11732455203643904,-2.3927881516260965,1.2797761295897945
1021,1882,2014-01-01T22:15:26.223,1,-29347.10923768062,-1292.468996866581,-4026.814786723594,0.6763172688123069,-2.378086950916444,1.373667558150339,-29255.39750136632,-1272.355279674846,-4078.5375812325055,0.6732224070138286,-2.3971647254476136,1.3723558391857529
1022,1883,2014-01-01T22:36:38.068,1,-28115.355926526005,-4287.120099003104,-2235.707744144429,1.26782609668172,-2.319669176757416,1.437976592171342,-28025.451105249183,-4291.593191331692,-2287.5432916211075,1.2681799157613969,-2.3387123070653333,1.4381449423534267
1023,1884,2014-01-01T22:57:49.912,1,-26101.76774887632,-7160.063589171416,-383.29496748855803,1.907458840168912,-2.183225919507362,1.468493361691074,-26009.042569017187,-7188.263512076924,-433.51998597530167,1.9115329052565164,-2.2009497436710035,1.4699706964641748
1024,1885,2014-01-01T23:19:01.757,1,-23238.54014597882,-9796.050488771656,1479.9750813764624,2.605628574914239,-1.941143238817592,1.4521806844568916,-23138.17938842764,-9845.229354473116,1432.7799721020997,2.6134218667740905,-1.9558371442414448,1.454699102948978
1025,1886,2014-01-01T23:40:13.602,1,-19445.28060627481,-12033.3370336678,3280.907360027206,3.370874243294389,-1.546029556770853,1.365162521394546,-19332.82712998154,-12098.211085149838,3237.7091944599188,3.3817509359078866,-1.5553866575355182,1.3683200930131272
1026,1887,2014-01-02T00:01:25.447,1,-14636.74648955891,-13629.362493900093,4904.026389706893,4.1992169931249785,-0.9145631241082158,1.162400822009853,-14509.380927138447,-13701.285453335131,4865.171417708792,4.21105297851639,-0.915624409468412,1.1656882155691088
1027,1888,2014-01-02T00:22:37.292,1,-8758.032458640388,-14198.163566028068,6152.555045606753,5.035958092499609,0.1013502929171136,0.7561647277862021,-8617.529451499002,-14264.63254544686,6117.8427748040085,5.04327680335764,0.11136374218292322,0.7594270306991405
1028,1889,2014-01-02T00:43:49.136,1,-1917.423058239903,-13107.83669023825,6672.349533891479,5.6414208553362215,1.7398330892936968,-0.01908560051216675,-1776.1235738834785,-13155.120632743225,6642.7677061677,5.6330191887041,1.7585127628154038,-0.013047827293227341
1029,1890,2014-01-02T01:05:00.981,1,5169.837405777421,-9435.419001626798,5856.289979389603,5.217207281696866,4.136292280139678,-1.364234584435407,5285.3477561906,-9463.83812446996,5842.7119489686975,5.187245085397122,4.141131511783642,-1.34116032871039
1030,1891,2014-01-02T01:26:12.826,1,10332.284671416519,-2699.890615983512,3098.184036530972,2.485111324197495,6.184806097912634,-2.8955526121404715,10421.106310052137,-2746.3138474816155,3135.679748580736,2.488281799007851,6.155190129636612,-2.8404086062526
1031,1892,2014-01-02T01:47:24.671,1,11049.22961390145,5197.577552213425,-994.0038377659703,-1.217858140981186,5.818212570601504,-3.295196732535564,11187.432049568051,5124.689846503534,-887.4678691784741,-1.1522064708351945,5.816616780401148,-3.2520634952682315
1032,1893,2014-01-02T02:08:36.516,1,7979.505306562054,11525.0156956396,-4857.499281061365,-3.3037850942164395,4.078528807670468,-2.702738284381561,8203.440528659325,11477.634048459608,-4718.490936236622,-3.2430114426514343,4.114993942447003,-2.6939393364587314
1033,1894,2014-01-02T02:29:48.360,1,3232.576186553405,15645.77651918579,-7813.941349072454,-4.004347740102205,2.4663966398089,-1.9558264349636192,3516.7474943289226,15652.818322210343,-7677.782474649896,-3.9703913659205865,2.5117002192511846,-1.9666819708477727
1034,1895,2014-01-02T02:51:00.205,1,-1941.333316619895,17969.523149972632,-9881.011268379336,-4.065247957827181,1.249156389439315,-1.3167493802645711,-1628.7626462198457,18031.60489413907,-9764.64318800278,-4.05298846304641,1.2891517201456673,-1.3356426977357223
1035,1896,2014-01-02T03:12:12.050,1,-6995.469326471731,18956.721264214342,-11216.405405561267,-3.853700050528102,0.3470959031115278,-0.8019449193523048,-6677.357239978514,19063.846491694418,-11126.038835839629,-3.8557616931908014,0.3777562817712261,-0.8232786700560859
1036,1897,2014-01-02T03:33:23.895,1,-11693.96643734261,18945.70923904681,-11962.6074418424,-3.5215995138139022,-0.3338794668309239,-0.3856312695963728,-11384.956640386192,19085.46916549108,-11899.436425898979,-3.5325828245281334,-0.3129667210697854,-0.4068311326668958
1037,1898,2014-01-02T03:54:35.740,1,-15929.712944224482,18173.030837774837,-12228.50450270187,-3.132703382955847,-0.8593607124779534,-0.04308123011901578,-15638.729565035082,18333.3496435388,-12191.394433442469,-3.1489675349305646,-0.8474931832103191,-0.06293269885122743
1038,1899,2014-01-02T04:15:47.584,1,-19650.38621250882,16807.49343183154,-12095.67632483457,-2.714529502930324,-1.2717628777653491,0.2438922780672002,-19382.481300126146,16977.427212650804,-12082.386390836084,-2.7335881747713864,-1.2679562628574683,0.2259766204441669
1039,1900,2014-01-02T04:36:59.429,1,-22827.252102905877,14974.29659814631,-11626.25125961324,-2.2787106758768267,-1.598378597918548,0.4879640558610004,-22584.78540926516,15144.194296778156,-11634.011850730176,-2.2987981321001105,-1.60162921353614,0.4722682729100723
1040,1901,2014-01-02T04:58:11.274,1,-25441.033724637527,12770.53164091316,-10868.90095603951,-1.829359128606455,-1.856811313350481,0.6978506751276197,-25224.40921619895,12932.004976601358,-10894.70011180397,-1.8491595493117785,-1.8661642660763111,0.6845048223748543
1041,1902,2014-01-02T05:19:23.119,1,-27474.95780934844,10275.257934088979,-9863.096159893963,-1.366687380639008,-2.058216513699879,0.8794568869718656,-27283.086750424634,10421.114525256162,-9903.829099587647,-1.3851681113232062,-2.0727652106242416,0.8685085781089179
1042,1903,2014-01-02T05:40:34.964,1,-28910.956075387243,7556.419463254785,-8642.184985399255,-0.8886174972003671,-2.2091374995706747,1.036595424367607,-28741.55056642726,7680.614995737525,-8694.73734494195,-0.904925762307212,-2.227997201738185,1.02804435734899
1043,1904,2014-01-02T06:01:46.809,1,-29727.25637494207,4676.038981951625,-7235.776868619992,-0.3914710022892809,-2.3124388763987,1.171373166960858,-29577.0174246379,4773.672024883846,-7297.076873512536,-0.4048695178846024,-2.3347068317520936,1.1651861771310472
1044,1905,2014-01-02T06:22:58.653,1,-29896.528525970287,1694.657143408861,-5671.8141689913855,0.1298001876502676,-2.367583475369775,1.284300658561421,-29761.269939007823,1762.0218623654143,-5738.873320291834,0.11997021619504356,-2.3922871915434545,1.2804148792037306
1045,1906,2014-01-02T06:44:10.498,1,-29384.152164334515,-1324.1992312740801,-3978.680508283463,0.6816274790215876,-2.370303459835236,1.3741174248800612,-29258.892415009886,-1289.48532667862,-4048.6359582224327,0.6759588359965969,-2.3963327157520093,1.3724341517376928
1046,1907,2014-01-02T07:05:22.343,1,-28146.382999098485,-4308.683060961018,-2187.756858034013,1.271948673582833,-2.311524524780582,1.4372357748400468,-28025.440261842392,-4307.449674329094,-2257.927936900292,1.270948260365114,-2.3375377265059303,1.4376042728944185
1047,1908,2014-01-02T07:26:34.188,1,-26128.38667477874,-7171.247423783278,-337.0508578883423,1.910247346628539,-2.175125021323445,1.466548457161239,-26005.53086567144,-7202.401062629941,-405.0232143494695,1.9142591205435324,-2.199417538412161,1.4687375605440325
1048,1909,2014-01-02T07:47:46.033,1,-23262.51095716012,-9797.227662184361,1522.9759413282572,2.606998825888756,-1.9336076225033287,1.449025278713223,-23131.281435100253,-9857.181727898305,1459.220484582729,2.616004986086451,-1.9539294391295887,1.4526802615140015
1049,1910,2014-01-02T08:08:57.877,1,-19468.38805680617,-12025.64262336796,3319.127007346061,3.3708940973170938,-1.539744202232483,1.360800836226097,-19322.81372987308,-12107.488874342986,3261.021925312247,3.384041832900778,-1.55308564073145,1.3653975732629944
1050,1911,2014-01-02T08:30:09.722,1,-14660.488786839658,-13614.91690010115,4935.9333422143245,4.1983214505979785,-0.9103836180465552,1.15683174843302,-14496.763821760534,-13707.381119102269,4884.118214986353,4.212813363257525,-0.9129220218082474,1.1617190060334002
1051,1912,2014-01-02T08:51:21.567,1,-8782.894557489954,-14180.176029568482,6176.5563920755285,5.035405023653494,0.1026658492619641,0.7492469152015606,-8603.220808127648,-14267.049536629507,6130.998732162393,5.044096681531586,0.11443393958603056,0.7542695340514936
1052,1913,2014-01-02T09:12:33.412,1,-1941.487942277148,-13089.756375326631,6686.279587004844,5.64370317522137,1.739120486512324,-0.028322603225656863,-1761.744350167271,-13153.482364649712,6648.593946976901,5.632162771595287,1.7617659669405248,-0.019385440025617227
1053,1914,2014-01-02T09:33:45.257,1,5150.947811196198,-9416.506929983496,5855.208406573519,5.221992179341627,4.139985167880686,-1.3795265473902572,5296.965964032604,-9458.26638182809,5840.0506009681,5.183574102325721,4.14388125391289,-1.347924208888622
1054,1915,2014-01-02T09:54:57.101,1,10312.17854971331,-2670.343192403756,3072.215010609289,2.474059271182065,6.195926104127103,-2.918059217795112,10425.976148969796,-2738.3824706263777,3125.3979566908893,2.4815668071423684,6.1558805170500674,-2.8450999701061312
1055,1916,2014-01-02T10:16:08.946,1,11000.56532887251,5234.308067230526,-1044.362636882842,-1.247649481153197,5.815494896410817,-3.308211803701873,11183.235044104309,5131.781449004913,-901.1713756201838,-1.1591831902302272,5.814782359732753,-3.2527545859222595
1056,1917,2014-01-02T10:37:20.791,1,7894.9268978821865,11548.67028645559,-4915.09444977216,-3.3278990425647272,4.06282135234105,-2.702095951145372,8191.429555533729,11481.542175536215,-4731.112414409448,-3.2482134467594608,4.112072322154757,-2.691859933987608
1057,1918,2014-01-02T10:58:32.636,1,3124.5412048927865,15647.31440862308,-7865.737191822867,-4.017361331365995,2.44857352543898,-1.9483653175515536,3499.3063746640723,15652.871668348345,-7686.8418798943385,-3.9737940107276386,2.508663235180759,-1.9633492493847853
1058,1919,2014-01-02T11:19:44.481,1,-2060.304361859757,17949.68292792844,-9921.459132363483,-4.069987878300548,1.233719525627781,-1.306841731060209,-1649.6008202285727,18027.917581418067,-9769.119321742406,-4.054996911861647,1.2863429079835873,-1.33185858417463
1059,1920,2014-01-02T11:40:56.325,1,-7116.801223667693,18919.41519171701,-11243.81176553631,-3.853076980963464,0.3351139911512323,-0.7915519206453382,-6700.048413436448,19056.787779537706,-11125.630987982402,-3.8567172068307194,0.37527753232006256,-0.8194272083588583
1060,1921,2014-01-02T12:02:08.170,1,-11812.1869206791,18895.365917933148,-11976.976066698113,-3.517592308278181,-0.3424417198859817,-0.3756151113259161,-11408.325108966856,19075.47820973989,-11894.19534428407,-3.532727190985568,-0.31509237503129833,-0.4031062882110525
1061,1922,2014-01-02T12:23:20.015,1,-16041.3926220292,18113.80196126013,-12230.59597680439,-3.126596819064181,-0.8648337905792352,-0.03383462478581156,-15661.858472852102,18320.87580089417,-12181.555120176512,-3.1484710945261853,-0.8492677307258109,-0.05944123883641333
1062,1923,2014-01-02T12:44:31.860,1,-19753.433270764992,16743.06754290913,-12086.60157859405,-2.7071777821855463,-1.2745240301916851,0.2521839722558006,-19404.638497004828,16962.911817808865,-12068.289911289077,-2.732574570938448,-1.2693885818009627,0.2291696997120613
1063,1924,2014-01-02T13:05:43.705,1,-22920.48130836945,14907.893969135359,-11607.28879057781,-2.270706766567756,-1.5987818814485049,0.495210696461902,-22605.37527670159,15128.066682594012,-11616.067378733596,-2.2973606841619443,-1.6027286750881369,0.4751184509465006
1064,1925,2014-01-02T13:26:55.549,1,-25523.90388082874,12704.945380099658,-10841.411998082309,-1.8211356034666248,-1.8551742834597127,0.7040067097855109,-25242.941214119448,12914.683655969393,-10873.366516523538,-1.8473717745916016,-1.8669384139903005,0.6869772446778555
